method,prompt_index,prompt_length_group,word_count,prompt,image_path,selected_steps,selected_guidance_scale,height,width,elapsed_seconds,peak_vram_gb,is_first_prompt,clip_cosine,clip_score
fixed_10,1,10_words,10,red apple resting on wooden table under soft studio light,outputs\day2_baseline_10steps\01_red_apple_resting_on_wooden_table_under_soft_studio_light.png,10,4.5,512,512,2.1667374999997264,6.979499816894531,True,0.32553988695144653,32.55398869514465
fixed_10,2,10_words,10,golden retriever sitting on grass beside a white garden ball,outputs\day2_baseline_10steps\02_golden_retriever_sitting_on_grass_beside_a_white_garden_ball.png,10,4.5,512,512,0.5438066000001527,6.979499816894531,False,0.3690956234931946,36.90956234931946
fixed_10,3,10_words,10,blue sports car parked on empty road at bright noon,outputs\day2_baseline_10steps\03_blue_sports_car_parked_on_empty_road_at_bright_noon.png,10,4.5,512,512,0.5285173999996005,6.979499816894531,False,0.29978853464126587,29.978853464126587
fixed_10,4,10_words,10,white ceramic mug steaming on kitchen counter near morning window,outputs\day2_baseline_10steps\04_white_ceramic_mug_steaming_on_kitchen_counter_near_morning_windo.png,10,4.5,512,512,0.528576300000168,6.979499816894531,False,0.35610681772232056,35.610681772232056
fixed_10,5,10_words,10,sunflower standing in clear glass vase beside folded linen napkin,outputs\day2_baseline_10steps\05_sunflower_standing_in_clear_glass_vase_beside_folded_linen_napki.png,10,4.5,512,512,0.5361885000002076,6.979499816894531,False,0.36658281087875366,36.658281087875366
fixed_10,6,10_words,10,black bicycle leaning against brick wall after summer rain quietly,outputs\day2_baseline_10steps\06_black_bicycle_leaning_against_brick_wall_after_summer_rain_quiet.png,10,4.5,512,512,0.5257667000000765,6.979499816894531,False,0.3407050669193268,34.07050669193268
fixed_10,7,10_words,10,chocolate cake slice on porcelain plate with silver fork nearby,outputs\day2_baseline_10steps\07_chocolate_cake_slice_on_porcelain_plate_with_silver_fork_nearby.png,10,4.5,512,512,0.5195362999997997,6.979499816894531,False,0.3186083137989044,31.860831379890442
fixed_10,8,10_words,10,green backpack hanging from classroom chair under fluorescent lights quietly,outputs\day2_baseline_10steps\08_green_backpack_hanging_from_classroom_chair_under_fluorescent_li.png,10,4.5,512,512,0.5196492999998554,6.979499816894531,False,0.38809409737586975,38.809409737586975
fixed_10,9,10_words,10,white sailboat drifting across calm lake during golden sunset alone,outputs\day2_baseline_10steps\09_white_sailboat_drifting_across_calm_lake_during_golden_sunset_al.png,10,4.5,512,512,0.5186662999999498,6.979499816894531,False,0.34807199239730835,34.807199239730835
fixed_10,10,10_words,10,red sneakers placed on concrete floor beside gym lockers neatly,outputs\day2_baseline_10steps\10_red_sneakers_placed_on_concrete_floor_beside_gym_lockers_neatly.png,10,4.5,512,512,0.5206960000000436,6.979499816894531,False,0.3399076461791992,33.99076461791992
fixed_10,11,30_words,30,"A robot chef cooks pasta in a modern kitchen, steam rising from the pan, stainless tools hanging nearby, warm cinematic lighting, and a curious child watching from the doorway quietly.",outputs\day2_baseline_10steps\11_a_robot_chef_cooks_pasta_in_a_modern_kitchen_steam_rising_from_t.png,10,4.5,512,512,0.5262044000000969,6.979499816894531,False,0.4006235599517822,40.06235599517822
fixed_10,12,30_words,30,"A cozy bedroom glows with warm sunset light through a large window, with folded blankets, potted plants, framed photos, and a small desk ready for reading beside tea and pencils.",outputs\day2_baseline_10steps\12_a_cozy_bedroom_glows_with_warm_sunset_light_through_a_large_wind.png,10,4.5,512,512,0.5247573999999986,6.979499816894531,False,0.3868221640586853,38.68221640586853
fixed_10,13,30_words,30,"A futuristic train station has glass walls, hovering signs, morning sunlight, travelers waiting on silver benches, and a sleek maglev train arriving beside platform seven with soft blue interior lights.",outputs\day2_baseline_10steps\13_a_futuristic_train_station_has_glass_walls_hovering_signs_mornin.png,10,4.5,512,512,0.5242259999999987,6.979499816894531,False,0.32775425910949707,32.77542591094971
fixed_10,14,30_words,30,"A young astronaut plants a flag on a colorful alien planet, while crystal rocks, purple grass, two moons, and a tiny rover fill the background under pale green evening clouds.",outputs\day2_baseline_10steps\14_a_young_astronaut_plants_a_flag_on_a_colorful_alien_planet_while.png,10,4.5,512,512,0.5304411000001892,6.979499816894531,False,0.37771400809288025,37.771400809288025
